               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.024704,            0.036651,           0.0050287,             0.95445,             0.90285,             0.94723,             0.82101,            0.018631,             0.03422,           0.0047477,            0.005116,            0.005116,            0.005116
                 150,            0.024642,            0.036081,           0.0049744,             0.94523,             0.89988,             0.94822,             0.82412,            0.018651,            0.033695,           0.0047313,            0.005083,            0.005083,            0.005083
                 151,             0.02457,            0.036099,           0.0048819,             0.94255,             0.89959,             0.94647,             0.82137,            0.018647,            0.033514,           0.0047898,             0.00505,             0.00505,             0.00505
                 152,            0.024687,            0.036006,           0.0050312,             0.95003,              0.8946,             0.94686,             0.81996,            0.018588,            0.033863,           0.0046625,            0.005017,            0.005017,            0.005017
                 153,            0.024462,            0.035377,           0.0048515,             0.94482,             0.90259,              0.9472,             0.82297,            0.018606,            0.034119,           0.0046412,            0.004984,            0.004984,            0.004984
                 154,            0.024323,            0.035792,           0.0048181,             0.94673,             0.91058,             0.94898,             0.82727,            0.018562,            0.033402,             0.00461,            0.004951,            0.004951,            0.004951
                 155,            0.024358,            0.035529,           0.0046739,             0.94626,             0.90629,             0.94786,             0.82567,            0.018546,            0.033252,           0.0046803,            0.004918,            0.004918,            0.004918
                 156,            0.024395,            0.035929,           0.0047876,             0.94475,             0.90911,             0.94771,             0.82452,            0.018523,            0.033492,           0.0046276,            0.004885,            0.004885,            0.004885
                 157,             0.02418,            0.035484,           0.0047935,             0.94796,             0.90621,              0.9472,             0.82289,            0.018528,            0.033727,            0.004668,            0.004852,            0.004852,            0.004852
                 158,            0.024128,              0.0357,           0.0046244,             0.94591,              0.9038,             0.94699,             0.82759,            0.018565,            0.033478,           0.0046915,            0.004819,            0.004819,            0.004819
                 159,            0.024143,            0.035909,             0.00479,             0.94423,             0.90669,             0.94744,              0.8283,            0.018489,            0.033546,           0.0047474,            0.004786,            0.004786,            0.004786
                 160,            0.023879,            0.035487,           0.0046174,             0.92836,              0.9167,             0.94955,             0.82834,            0.018559,            0.033847,           0.0047525,            0.004753,            0.004753,            0.004753
                 161,            0.024041,            0.035366,           0.0047637,             0.94025,             0.91322,             0.94695,              0.8271,              0.0185,            0.034159,           0.0047281,             0.00472,             0.00472,             0.00472
                 162,            0.024245,            0.035885,           0.0046936,             0.94178,             0.91237,             0.94924,             0.82634,            0.018596,            0.033988,           0.0047841,            0.004687,            0.004687,            0.004687
                 163,            0.023995,            0.035636,           0.0046419,             0.93855,             0.90943,             0.94732,             0.82672,            0.018497,            0.033921,            0.004815,            0.004654,            0.004654,            0.004654
                 164,            0.024117,            0.035387,           0.0047298,             0.93487,              0.9093,             0.94713,               0.822,            0.018477,            0.033656,           0.0047897,            0.004621,            0.004621,            0.004621
                 165,            0.023739,            0.034447,           0.0046047,             0.93794,             0.91119,             0.94791,             0.81911,            0.018448,            0.033403,           0.0046992,            0.004588,            0.004588,            0.004588
                 166,             0.02389,            0.035127,           0.0045477,             0.94021,             0.90376,             0.94801,             0.82526,            0.018393,            0.033797,           0.0046406,            0.004555,            0.004555,            0.004555
                 167,            0.024014,            0.035239,           0.0047005,             0.94471,             0.90586,             0.94766,             0.82503,            0.018356,            0.033711,           0.0046402,            0.004522,            0.004522,            0.004522
                 168,            0.023509,            0.034757,           0.0046739,             0.94171,             0.90406,             0.94632,             0.82332,            0.018425,            0.033752,           0.0047579,            0.004489,            0.004489,            0.004489
                 169,            0.023912,            0.035075,           0.0046704,             0.93883,             0.91014,             0.94619,             0.82256,            0.018413,            0.033755,           0.0047238,            0.004456,            0.004456,            0.004456
                 170,            0.023694,            0.034809,           0.0045916,             0.93543,             0.91374,             0.94563,             0.81867,            0.018395,            0.033712,           0.0047154,            0.004423,            0.004423,            0.004423
                 171,            0.023965,            0.035611,           0.0046318,             0.94457,              0.9042,             0.94443,             0.82058,            0.018338,            0.033718,           0.0047418,             0.00439,             0.00439,             0.00439
                 172,             0.02358,            0.034885,           0.0045213,             0.94036,             0.89764,             0.94401,             0.82493,            0.018289,            0.033783,           0.0046849,            0.004357,            0.004357,            0.004357
                 173,            0.023597,               0.035,           0.0046069,             0.93142,             0.90982,              0.9438,             0.82495,             0.01825,            0.033661,           0.0046617,            0.004324,            0.004324,            0.004324
                 174,            0.023884,            0.035269,           0.0046753,             0.93188,             0.90588,             0.94433,             0.82674,            0.018248,            0.033371,           0.0046218,            0.004291,            0.004291,            0.004291
                 175,             0.02347,            0.034547,           0.0046369,             0.92959,             0.90847,             0.94639,             0.82592,              0.0182,             0.03343,           0.0045923,            0.004258,            0.004258,            0.004258
                 176,            0.023675,            0.034694,           0.0044821,             0.94169,             0.89683,             0.94542,             0.82442,            0.018215,            0.033675,           0.0046539,            0.004225,            0.004225,            0.004225
                 177,            0.023461,             0.03468,           0.0046063,             0.92578,             0.91263,             0.94431,             0.82769,            0.018202,            0.033675,            0.004669,            0.004192,            0.004192,            0.004192
                 178,            0.023627,            0.034556,            0.004536,             0.94368,             0.90057,             0.94351,              0.8266,            0.018195,            0.033632,           0.0046261,            0.004159,            0.004159,            0.004159
                 179,            0.023387,            0.034527,           0.0044887,             0.93507,             0.90844,             0.94399,              0.8275,             0.01814,            0.033662,           0.0046439,            0.004126,            0.004126,            0.004126
                 180,            0.023396,            0.034936,           0.0045129,             0.93709,             0.90485,             0.94368,              0.8281,            0.018135,            0.033618,           0.0046919,            0.004093,            0.004093,            0.004093
                 181,            0.023356,            0.034675,           0.0044579,             0.93948,             0.89816,             0.94233,             0.82777,            0.018093,            0.033703,           0.0047654,             0.00406,             0.00406,             0.00406
                 182,            0.023605,            0.035241,           0.0046067,             0.93342,             0.90221,             0.94142,             0.82744,            0.018057,            0.033721,           0.0048418,            0.004027,            0.004027,            0.004027
                 183,            0.023025,            0.034485,           0.0043776,             0.92748,             0.90142,             0.94173,             0.82727,            0.018017,            0.033905,           0.0048404,            0.003994,            0.003994,            0.003994
                 184,            0.023309,            0.034372,           0.0044007,             0.92757,             0.90752,             0.94249,             0.82637,            0.018017,             0.03384,           0.0048046,            0.003961,            0.003961,            0.003961
                 185,            0.023494,            0.034493,           0.0045807,             0.93279,              0.9024,             0.94229,             0.82591,            0.017997,            0.034193,           0.0047723,            0.003928,            0.003928,            0.003928
                 186,            0.023167,            0.034059,           0.0044242,             0.93434,             0.90322,               0.943,             0.82746,            0.018014,            0.034237,           0.0047412,            0.003895,            0.003895,            0.003895
                 187,            0.023105,            0.033928,           0.0043765,             0.93874,             0.89702,             0.94347,             0.82762,            0.017989,            0.034044,           0.0047904,            0.003862,            0.003862,            0.003862
                 188,            0.023293,            0.034239,           0.0043462,             0.94506,              0.8939,             0.94409,             0.82872,            0.017972,             0.03416,           0.0047982,            0.003829,            0.003829,            0.003829
                 189,            0.023305,            0.034511,           0.0043279,             0.93716,             0.89901,             0.94199,             0.82714,            0.017989,            0.034169,           0.0047618,            0.003796,            0.003796,            0.003796
                 190,            0.023105,            0.034127,            0.004325,             0.93971,             0.89998,             0.94197,             0.82625,            0.017983,            0.034024,           0.0047732,            0.003763,            0.003763,            0.003763
                 191,            0.023176,            0.034028,           0.0043206,             0.93699,             0.90375,             0.94228,             0.82644,            0.018007,            0.033973,            0.004752,             0.00373,             0.00373,             0.00373
                 192,            0.023058,            0.034145,            0.004339,             0.93943,              0.9046,              0.9426,             0.82688,            0.018005,            0.033724,           0.0047677,            0.003697,            0.003697,            0.003697
                 193,            0.022794,            0.033438,           0.0043082,               0.939,             0.90496,             0.94225,             0.82606,            0.018009,            0.033644,            0.004783,            0.003664,            0.003664,            0.003664
                 194,            0.023055,            0.034137,           0.0044067,             0.94005,             0.90611,             0.94321,             0.82705,            0.017964,             0.03358,           0.0047778,            0.003631,            0.003631,            0.003631
                 195,            0.023093,            0.034517,           0.0043107,             0.94186,              0.9028,             0.94304,             0.82985,            0.017956,            0.033503,           0.0047977,            0.003598,            0.003598,            0.003598
                 196,            0.022619,             0.03326,            0.004224,             0.93665,             0.90352,             0.94339,             0.82903,            0.017935,            0.033479,           0.0047914,            0.003565,            0.003565,            0.003565
                 197,            0.022764,            0.033596,            0.004324,             0.94009,             0.90106,              0.9447,             0.83075,            0.017916,            0.033496,           0.0047658,            0.003532,            0.003532,            0.003532
                 198,            0.023022,            0.034089,           0.0043282,             0.93621,             0.90353,             0.94602,             0.83272,             0.01788,            0.033408,            0.004719,            0.003499,            0.003499,            0.003499
                 199,            0.022651,            0.033962,           0.0042999,             0.94044,             0.90305,              0.9467,             0.83203,            0.017897,            0.033468,           0.0046814,            0.003466,            0.003466,            0.003466
                 200,            0.022803,            0.033522,           0.0043542,             0.93824,               0.906,             0.94697,             0.83396,             0.01789,            0.033385,           0.0046365,            0.003433,            0.003433,            0.003433
                 201,             0.02279,            0.033788,           0.0042748,             0.93491,             0.91238,             0.94806,             0.83401,            0.017846,            0.033443,           0.0046091,              0.0034,              0.0034,              0.0034
                 202,            0.022747,            0.033587,           0.0042569,             0.93872,             0.91033,             0.94856,             0.83404,            0.017846,            0.033578,            0.004583,            0.003367,            0.003367,            0.003367
                 203,            0.022727,            0.033308,           0.0042627,              0.9456,               0.909,             0.94785,             0.83353,            0.017845,            0.033616,           0.0045497,            0.003334,            0.003334,            0.003334
                 204,            0.022448,            0.033265,           0.0041991,             0.94958,             0.90712,              0.9485,             0.83373,            0.017846,            0.033677,            0.004569,            0.003301,            0.003301,            0.003301
                 205,            0.022742,            0.033398,            0.004261,             0.95183,             0.90522,             0.94875,             0.83324,            0.017826,            0.033591,           0.0045686,            0.003268,            0.003268,            0.003268
                 206,            0.022721,            0.033837,           0.0042545,             0.94685,             0.90872,             0.94852,             0.83343,            0.017794,            0.033466,            0.004588,            0.003235,            0.003235,            0.003235
                 207,            0.022359,            0.032483,           0.0041405,             0.94484,             0.91033,             0.94874,             0.83501,            0.017771,            0.033587,           0.0046044,            0.003202,            0.003202,            0.003202
                 208,            0.022301,            0.033463,           0.0041405,             0.94747,             0.90684,             0.94861,             0.83568,            0.017776,            0.033583,           0.0046054,            0.003169,            0.003169,            0.003169
                 209,            0.022229,            0.033081,           0.0041544,             0.94694,              0.9062,             0.94804,             0.83626,            0.017774,            0.033636,           0.0046338,            0.003136,            0.003136,            0.003136
                 210,            0.022255,            0.033157,           0.0042206,             0.95135,             0.90209,             0.94837,             0.83706,            0.017762,            0.033596,           0.0046377,            0.003103,            0.003103,            0.003103
                 211,            0.022279,            0.033144,           0.0040884,             0.94707,             0.90374,             0.94816,             0.83892,            0.017769,            0.033668,           0.0046495,             0.00307,             0.00307,             0.00307
                 212,            0.022593,            0.033382,              0.0042,             0.95154,             0.90156,             0.94815,             0.83725,            0.017749,            0.033557,           0.0046589,            0.003037,            0.003037,            0.003037
                 213,            0.022333,            0.033204,           0.0040728,              0.9526,             0.90163,             0.94841,             0.83796,            0.017742,            0.033549,           0.0046513,            0.003004,            0.003004,            0.003004
                 214,            0.022362,            0.032889,           0.0041288,             0.95146,              0.9094,             0.94891,              0.8369,            0.017716,            0.033534,           0.0046546,            0.002971,            0.002971,            0.002971
                 215,            0.022168,            0.032917,           0.0041859,             0.94888,              0.9118,             0.94919,              0.8378,            0.017704,            0.033581,           0.0046567,            0.002938,            0.002938,            0.002938
                 216,            0.022342,             0.03291,           0.0040331,             0.94197,             0.91554,             0.94927,             0.83884,            0.017699,              0.0337,           0.0046595,            0.002905,            0.002905,            0.002905
                 217,            0.022038,             0.03309,           0.0041006,              0.9406,              0.9161,             0.94904,             0.83729,            0.017694,            0.033639,           0.0046622,            0.002872,            0.002872,            0.002872
                 218,            0.022088,            0.032762,           0.0041454,             0.94348,             0.91746,               0.949,             0.83699,            0.017694,            0.033667,           0.0046667,            0.002839,            0.002839,            0.002839
                 219,            0.022026,            0.032619,           0.0039621,             0.94994,              0.9125,             0.94914,             0.83803,            0.017684,            0.033576,           0.0046831,            0.002806,            0.002806,            0.002806
                 220,            0.021928,            0.032838,            0.003941,             0.95233,             0.91214,             0.94916,             0.83731,            0.017687,            0.033562,           0.0046753,            0.002773,            0.002773,            0.002773
                 221,             0.02172,             0.03229,           0.0040225,             0.95384,             0.91088,             0.94957,             0.83644,            0.017682,            0.033556,           0.0046575,             0.00274,             0.00274,             0.00274
                 222,            0.021798,            0.032235,           0.0040332,             0.95456,             0.90957,             0.94955,             0.83812,             0.01768,            0.033661,           0.0046646,            0.002707,            0.002707,            0.002707
                 223,            0.021947,            0.032369,           0.0039958,             0.95085,              0.9109,             0.94962,             0.83675,            0.017686,            0.033712,           0.0046789,            0.002674,            0.002674,            0.002674
                 224,            0.021902,            0.032633,           0.0039233,             0.94574,             0.91394,             0.94984,             0.83648,            0.017672,            0.033676,           0.0046612,            0.002641,            0.002641,            0.002641
                 225,            0.021812,            0.032067,           0.0040094,             0.95413,             0.91115,             0.95036,             0.83545,            0.017668,            0.033652,           0.0046653,            0.002608,            0.002608,            0.002608
                 226,            0.021838,            0.031935,           0.0040108,             0.95276,             0.91118,             0.94991,             0.83638,            0.017666,            0.033761,           0.0046701,            0.002575,            0.002575,            0.002575
                 227,            0.021663,            0.032152,           0.0039479,             0.94949,             0.90619,             0.94951,             0.83517,            0.017657,            0.033789,            0.004669,            0.002542,            0.002542,            0.002542
                 228,            0.021481,            0.032177,           0.0039523,             0.94856,             0.90708,             0.94912,             0.83677,            0.017661,            0.033869,           0.0046741,            0.002509,            0.002509,            0.002509
                 229,            0.021899,            0.032284,           0.0040905,             0.94882,             0.90861,             0.94923,             0.83768,            0.017665,            0.033882,           0.0046831,            0.002476,            0.002476,            0.002476
                 230,            0.021687,            0.032066,           0.0039533,             0.94787,             0.90999,             0.94913,             0.83734,            0.017663,            0.033935,           0.0047054,            0.002443,            0.002443,            0.002443
                 231,            0.021505,            0.032028,           0.0038016,             0.94384,             0.90836,             0.94933,             0.83777,            0.017662,            0.033913,            0.004718,             0.00241,             0.00241,             0.00241
                 232,            0.021745,            0.032076,           0.0039019,             0.94214,             0.91095,             0.94936,             0.83824,            0.017667,            0.033888,           0.0047236,            0.002377,            0.002377,            0.002377
                 233,            0.021386,            0.031952,           0.0037873,             0.93981,             0.91351,             0.94917,             0.83895,             0.01766,             0.03383,           0.0047238,            0.002344,            0.002344,            0.002344
                 234,            0.021695,             0.03256,           0.0038916,              0.9425,             0.91292,             0.94901,             0.83805,            0.017651,            0.033802,           0.0047313,            0.002311,            0.002311,            0.002311
                 235,            0.021414,            0.032035,           0.0038506,             0.94065,             0.91767,             0.94887,             0.83804,            0.017649,            0.033849,           0.0047341,            0.002278,            0.002278,            0.002278
                 236,            0.021338,            0.031818,           0.0038295,             0.94119,             0.91939,             0.94897,             0.83894,            0.017639,            0.033784,           0.0047328,            0.002245,            0.002245,            0.002245
                 237,            0.021711,            0.032215,            0.003854,             0.94284,             0.91748,             0.94925,             0.84083,            0.017632,            0.033749,           0.0047308,            0.002212,            0.002212,            0.002212
                 238,            0.021422,            0.031879,           0.0037791,             0.94318,             0.91608,             0.94945,             0.84105,            0.017621,            0.033626,           0.0047224,            0.002179,            0.002179,            0.002179
                 239,            0.021521,             0.03165,           0.0039033,             0.94506,             0.91519,             0.94955,             0.83875,            0.017615,            0.033645,           0.0047182,            0.002146,            0.002146,            0.002146
                 240,            0.020897,            0.031066,           0.0037098,             0.94439,             0.91627,             0.94983,             0.83975,            0.017603,            0.033669,           0.0047217,            0.002113,            0.002113,            0.002113
                 241,            0.021268,            0.031307,           0.0038358,             0.94433,             0.91572,             0.94974,             0.83953,            0.017593,            0.033633,           0.0047186,             0.00208,             0.00208,             0.00208
                 242,            0.021294,            0.031322,           0.0037434,             0.94604,             0.91427,             0.94963,             0.83775,            0.017586,            0.033713,           0.0047317,            0.002047,            0.002047,            0.002047
                 243,             0.02109,             0.03169,           0.0037537,             0.94583,               0.914,             0.94964,             0.83833,            0.017576,            0.033687,           0.0047404,            0.002014,            0.002014,            0.002014
                 244,            0.021506,            0.031596,           0.0038373,             0.94546,             0.91404,             0.94939,             0.83838,            0.017569,            0.033726,           0.0047524,            0.001981,            0.001981,            0.001981
                 245,            0.021182,            0.031651,           0.0037609,             0.94763,             0.91263,              0.9495,              0.8372,            0.017565,            0.033743,           0.0047584,            0.001948,            0.001948,            0.001948
                 246,            0.020956,            0.031223,           0.0036728,             0.94798,             0.91226,             0.94941,             0.83784,            0.017567,            0.033748,            0.004765,            0.001915,            0.001915,            0.001915
                 247,            0.021428,            0.031945,           0.0037783,             0.94799,             0.91195,             0.94929,             0.83835,            0.017564,            0.033759,           0.0047736,            0.001882,            0.001882,            0.001882
                 248,            0.021209,            0.031657,           0.0036831,             0.94896,             0.91177,             0.94928,              0.8376,            0.017579,            0.033748,           0.0047775,            0.001849,            0.001849,            0.001849
                 249,            0.020961,             0.03079,           0.0037095,             0.95051,             0.91102,             0.94934,             0.83707,            0.017576,            0.033731,           0.0047781,            0.001816,            0.001816,            0.001816
                 250,            0.021113,            0.031287,           0.0037865,             0.95036,             0.91134,             0.94918,             0.83701,            0.017576,            0.033719,           0.0047792,            0.001783,            0.001783,            0.001783
                 251,            0.021022,            0.031141,           0.0036538,              0.9499,             0.90969,             0.94898,             0.83827,            0.017581,            0.033735,           0.0047931,             0.00175,             0.00175,             0.00175
                 252,            0.020919,            0.030715,           0.0036248,             0.94881,             0.90828,             0.94897,             0.83788,            0.017572,            0.033769,           0.0047961,            0.001717,            0.001717,            0.001717
                 253,            0.021091,            0.031002,           0.0037011,             0.95085,             0.90917,             0.94869,             0.83789,            0.017566,            0.033824,            0.004805,            0.001684,            0.001684,            0.001684
                 254,            0.020897,            0.030653,           0.0036625,             0.95115,             0.90879,             0.94842,             0.83803,            0.017562,            0.033849,           0.0048119,            0.001651,            0.001651,            0.001651
                 255,            0.020844,            0.030813,           0.0037088,             0.95276,              0.9078,             0.94842,              0.8379,            0.017559,            0.033912,           0.0048165,            0.001618,            0.001618,            0.001618
                 256,            0.020892,            0.030709,           0.0036359,             0.95083,              0.9089,             0.94838,             0.83841,            0.017556,            0.033953,           0.0048184,            0.001585,            0.001585,            0.001585
                 257,            0.020885,            0.030772,           0.0036282,             0.95089,             0.90937,             0.94826,             0.83978,            0.017555,            0.033952,           0.0048223,            0.001552,            0.001552,            0.001552
                 258,            0.020697,            0.030691,           0.0035631,             0.95122,             0.90952,             0.94827,             0.83932,            0.017559,            0.033985,           0.0048266,            0.001519,            0.001519,            0.001519
                 259,            0.020832,            0.030463,           0.0035461,             0.94993,               0.909,             0.94844,             0.83957,            0.017549,            0.033988,           0.0048317,            0.001486,            0.001486,            0.001486
                 260,             0.02082,            0.030651,           0.0035652,             0.94464,              0.9127,             0.94841,             0.83992,            0.017542,            0.033977,           0.0048369,            0.001453,            0.001453,            0.001453
                 261,            0.020669,            0.030731,            0.003546,              0.9448,             0.91156,             0.94854,             0.84022,            0.017538,            0.033976,            0.004843,             0.00142,             0.00142,             0.00142
                 262,             0.02071,            0.030661,           0.0035341,             0.94665,             0.90844,             0.94812,             0.83974,            0.017534,            0.033992,           0.0048516,            0.001387,            0.001387,            0.001387
                 263,            0.020827,            0.030755,           0.0035413,             0.94209,             0.91128,              0.9481,             0.84063,            0.017533,            0.034056,           0.0048595,            0.001354,            0.001354,            0.001354
                 264,            0.020596,            0.030718,            0.003593,             0.94767,             0.90858,             0.94802,             0.84015,            0.017532,            0.034051,            0.004868,            0.001321,            0.001321,            0.001321
                 265,            0.020657,            0.030483,           0.0036918,             0.94786,             0.90901,             0.94797,             0.84046,            0.017528,            0.034052,           0.0048763,            0.001288,            0.001288,            0.001288
                 266,            0.020549,            0.030306,           0.0035248,             0.94762,             0.90899,             0.94804,             0.84052,             0.01752,            0.034079,           0.0048818,            0.001255,            0.001255,            0.001255
                 267,            0.020245,            0.029909,           0.0035253,             0.94653,             0.90988,             0.94794,             0.83979,            0.017515,            0.034096,           0.0048885,            0.001222,            0.001222,            0.001222
                 268,              0.0207,            0.030649,           0.0036385,             0.94608,             0.91065,             0.94812,             0.83952,            0.017515,            0.034098,           0.0048958,            0.001189,            0.001189,            0.001189
                 269,             0.02042,            0.030461,           0.0034278,              0.9442,             0.90979,             0.94782,             0.83919,            0.017514,            0.034116,           0.0049006,            0.001156,            0.001156,            0.001156
                 270,            0.020399,            0.030642,           0.0035098,             0.94464,             0.91144,              0.9482,             0.84028,            0.017513,             0.03412,           0.0049097,            0.001123,            0.001123,            0.001123
                 271,            0.020512,            0.030138,           0.0035908,             0.94324,             0.91021,             0.94846,              0.8399,             0.01751,            0.034157,           0.0049166,             0.00109,             0.00109,             0.00109
                 272,            0.020583,             0.02996,           0.0034686,             0.94313,             0.91029,             0.94843,             0.84005,            0.017505,            0.034176,           0.0049208,            0.001057,            0.001057,            0.001057
                 273,             0.02029,            0.030359,           0.0035216,             0.94329,             0.90987,             0.94838,              0.8406,            0.017504,            0.034174,           0.0049283,            0.001024,            0.001024,            0.001024
                 274,            0.020339,             0.03007,           0.0034593,             0.94483,             0.90962,             0.94847,             0.84012,            0.017505,            0.034193,           0.0049348,            0.000991,            0.000991,            0.000991
                 275,            0.020471,            0.030374,           0.0034444,             0.94432,             0.90981,             0.94844,             0.84021,            0.017503,            0.034212,           0.0049418,            0.000958,            0.000958,            0.000958
                 276,            0.020363,            0.030302,           0.0034646,             0.94452,             0.90963,             0.94848,              0.8402,            0.017504,            0.034207,           0.0049536,            0.000925,            0.000925,            0.000925
                 277,            0.020219,            0.029864,           0.0034612,               0.945,             0.90944,             0.94841,             0.84008,            0.017498,              0.0342,           0.0049585,            0.000892,            0.000892,            0.000892
                 278,            0.020387,            0.030429,           0.0034776,              0.9451,             0.90908,              0.9485,             0.83892,            0.017501,            0.034225,           0.0049639,            0.000859,            0.000859,            0.000859
                 279,            0.020319,            0.030025,           0.0034468,             0.94516,             0.90898,             0.94859,             0.83936,            0.017497,            0.034206,           0.0049672,            0.000826,            0.000826,            0.000826
                 280,            0.020299,            0.029979,           0.0033874,             0.94464,              0.9095,             0.94859,             0.83916,            0.017497,            0.034219,           0.0049735,            0.000793,            0.000793,            0.000793
                 281,            0.020128,            0.029957,             0.00334,             0.94448,              0.9098,             0.94858,             0.83873,            0.017497,            0.034237,           0.0049773,             0.00076,             0.00076,             0.00076
                 282,            0.020133,            0.029683,            0.003384,              0.9437,             0.90994,             0.94867,             0.83876,            0.017497,             0.03424,           0.0049828,            0.000727,            0.000727,            0.000727
                 283,            0.020226,            0.029944,           0.0034206,             0.94354,             0.91008,             0.94869,             0.83893,            0.017502,            0.034247,           0.0049866,            0.000694,            0.000694,            0.000694
                 284,            0.020274,            0.029797,           0.0033933,             0.94338,             0.91041,             0.94867,             0.83881,              0.0175,            0.034238,           0.0049893,            0.000661,            0.000661,            0.000661
                 285,            0.020046,            0.029563,           0.0034101,             0.94309,             0.91039,             0.94873,             0.83851,            0.017497,            0.034243,           0.0049941,            0.000628,            0.000628,            0.000628
                 286,            0.020182,            0.029671,            0.003448,              0.9429,             0.91049,             0.94863,             0.83813,            0.017497,            0.034243,           0.0049978,            0.000595,            0.000595,            0.000595
                 287,            0.019951,             0.02945,           0.0033739,             0.94396,             0.90966,             0.94826,             0.83904,            0.017495,            0.034271,           0.0050036,            0.000562,            0.000562,            0.000562
                 288,            0.020222,            0.029988,            0.003394,             0.94414,             0.90938,             0.94822,             0.83898,            0.017499,            0.034278,           0.0050099,            0.000529,            0.000529,            0.000529
                 289,            0.020117,            0.029443,           0.0034078,             0.94402,             0.90922,             0.94813,             0.83891,            0.017502,            0.034283,           0.0050158,            0.000496,            0.000496,            0.000496
                 290,            0.020261,            0.030041,           0.0034104,             0.94317,             0.90964,             0.94796,              0.8388,            0.017501,            0.034296,           0.0050238,            0.000463,            0.000463,            0.000463
                 291,            0.020038,            0.029633,           0.0032801,             0.94414,             0.90887,             0.94788,             0.83898,            0.017501,            0.034308,            0.005032,             0.00043,             0.00043,             0.00043
                 292,            0.019731,             0.02924,           0.0033338,             0.94487,             0.90686,             0.94785,             0.83902,            0.017504,            0.034305,           0.0050423,            0.000397,            0.000397,            0.000397
                 293,            0.020068,            0.029549,           0.0033274,             0.94386,             0.90584,             0.94729,             0.83834,            0.017506,            0.034327,           0.0050497,            0.000364,            0.000364,            0.000364
                 294,            0.020067,            0.029417,           0.0033723,             0.94566,             0.90537,             0.94737,             0.83865,            0.017508,            0.034324,           0.0050559,            0.000331,            0.000331,            0.000331
                 295,            0.019796,            0.029526,           0.0032531,             0.94391,             0.90578,             0.94722,             0.83855,             0.01751,            0.034343,           0.0050614,            0.000298,            0.000298,            0.000298
                 296,            0.019924,            0.030043,            0.003308,             0.94469,              0.9044,             0.94717,             0.83845,             0.01751,            0.034353,            0.005069,            0.000265,            0.000265,            0.000265
                 297,             0.01988,            0.029155,           0.0033568,             0.94466,             0.90448,             0.94707,             0.83856,            0.017511,            0.034376,           0.0050754,            0.000232,            0.000232,            0.000232
                 298,            0.019894,            0.029743,           0.0032652,             0.94484,             0.90421,             0.94701,             0.83845,            0.017515,             0.03439,           0.0050807,            0.000199,            0.000199,            0.000199
                 299,            0.019634,            0.028926,           0.0033664,             0.94496,             0.90439,             0.94709,             0.83857,            0.017515,            0.034393,           0.0050854,            0.000166,            0.000166,            0.000166
